"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 14 11:07:17 IDT 2024","Sun Jul 14 11:07:28 IDT 2024","10688","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | spring",""
"failed","Sun Jul 14 10:18:38 IDT 2024","Sun Jul 14 10:18:54 IDT 2024","15807","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | german",""
"passed","Sun Jul 14 10:46:13 IDT 2024","Sun Jul 14 10:46:28 IDT 2024","15061","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | old timey",""
"passed","Sun Jul 14 10:17:05 IDT 2024","Sun Jul 14 10:17:21 IDT 2024","15973","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | dream pop",""
"passed","Sun Jul 14 10:08:53 IDT 2024","Sun Jul 14 10:09:11 IDT 2024","17291","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | suspence",""
"passed","Sun Jul 14 10:14:59 IDT 2024","Sun Jul 14 10:15:13 IDT 2024","14495","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | pop funk",""
"passed","Sun Jul 14 10:31:40 IDT 2024","Sun Jul 14 10:31:57 IDT 2024","17237","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | italy",""
"passed","Sun Jul 14 10:39:58 IDT 2024","Sun Jul 14 10:40:11 IDT 2024","13046","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | chill-hop",""
"failed","Sun Jul 14 10:05:49 IDT 2024","Sun Jul 14 10:06:06 IDT 2024","16032","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | bgm",""
"failed","Sun Jul 14 11:12:27 IDT 2024","Sun Jul 14 11:12:34 IDT 2024","6329","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | brazil",""
"passed","Sun Jul 14 10:36:26 IDT 2024","Sun Jul 14 10:36:41 IDT 2024","15344","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | heavy metal",""
"failed","Sun Jul 14 11:11:01 IDT 2024","Sun Jul 14 11:11:18 IDT 2024","16915","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | orchestra",""
"failed","Sun Jul 14 10:37:57 IDT 2024","Sun Jul 14 10:38:14 IDT 2024","16262","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | breaking news",""
"failed","Sun Jul 14 11:01:02 IDT 2024","Sun Jul 14 11:01:11 IDT 2024","9492","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | inspiring",""
"passed","Sun Jul 14 10:07:08 IDT 2024","Sun Jul 14 10:07:23 IDT 2024","14791","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | kitchen",""
"passed","Sun Jul 14 10:40:11 IDT 2024","Sun Jul 14 10:40:29 IDT 2024","17661","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | comical",""
"failed","Sun Jul 14 09:55:50 IDT 2024","Sun Jul 14 09:56:05 IDT 2024","14907","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | build up",""
"failed","Sun Jul 14 11:07:35 IDT 2024","Sun Jul 14 11:07:53 IDT 2024","17908","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | mysterious",""
"failed","Sun Jul 14 10:02:23 IDT 2024","Sun Jul 14 10:02:45 IDT 2024","22182","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | construction",""
"passed","Sun Jul 14 11:13:43 IDT 2024","Sun Jul 14 11:13:54 IDT 2024","10591","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | african",""
"passed","Sun Jul 14 10:10:49 IDT 2024","Sun Jul 14 10:11:10 IDT 2024","21806","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hindi",""
"failed","Sun Jul 14 10:47:22 IDT 2024","Sun Jul 14 10:47:34 IDT 2024","12951","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | jazz",""
"failed","Sun Jul 14 11:09:41 IDT 2024","Sun Jul 14 11:10:05 IDT 2024","23858","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hopeful",""
"passed","Sun Jul 14 10:49:19 IDT 2024","Sun Jul 14 10:49:35 IDT 2024","16389","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | wedding",""
"passed","Sun Jul 14 10:00:19 IDT 2024","Sun Jul 14 10:00:33 IDT 2024","13811","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | trumpet",""
"failed","Sun Jul 14 11:15:57 IDT 2024","Sun Jul 14 11:16:08 IDT 2024","10584","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hope",""
"passed","Sun Jul 14 10:21:31 IDT 2024","Sun Jul 14 10:21:49 IDT 2024","18246","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | dubai",""
"failed","Sun Jul 14 10:56:19 IDT 2024","Sun Jul 14 10:56:28 IDT 2024","9749","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | emotional",""
"failed","Sun Jul 14 11:17:07 IDT 2024","Sun Jul 14 11:17:21 IDT 2024","13705","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | gaming",""
"failed","Sun Jul 14 11:16:45 IDT 2024","Sun Jul 14 11:16:57 IDT 2024","11160","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | intense",""
"passed","Sun Jul 14 10:20:10 IDT 2024","Sun Jul 14 10:20:27 IDT 2024","16856","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | peru",""
"failed","Sun Jul 14 10:30:18 IDT 2024","Sun Jul 14 10:30:34 IDT 2024","15941","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | news",""
"failed","Sun Jul 14 11:06:34 IDT 2024","Sun Jul 14 11:06:36 IDT 2024","2641","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | birthday",""
"failed","Sun Jul 14 10:34:51 IDT 2024","Sun Jul 14 10:35:08 IDT 2024","16685","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | comic",""
"failed","Sun Jul 14 10:15:46 IDT 2024","Sun Jul 14 10:16:03 IDT 2024","17272","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | to the party",""
"passed","Sun Jul 14 09:53:36 IDT 2024","Sun Jul 14 09:53:53 IDT 2024","16805","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | choir",""
"failed","Sun Jul 14 10:51:46 IDT 2024","Sun Jul 14 10:52:05 IDT 2024","18893","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | horror",""
"failed","Sun Jul 14 11:10:33 IDT 2024","Sun Jul 14 11:10:48 IDT 2024","15033","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | world",""
"failed","Sun Jul 14 10:45:10 IDT 2024","Sun Jul 14 10:45:23 IDT 2024","12889","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | thoughtful",""
"failed","Sun Jul 14 09:55:02 IDT 2024","Sun Jul 14 09:55:19 IDT 2024","16872","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | whoosh",""
"failed","Sun Jul 14 09:58:04 IDT 2024","Sun Jul 14 09:58:17 IDT 2024","13581","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | film",""
"passed","Sun Jul 14 11:14:28 IDT 2024","Sun Jul 14 11:14:39 IDT 2024","10866","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | reggae",""
"failed","Sun Jul 14 10:49:49 IDT 2024","Sun Jul 14 10:50:02 IDT 2024","13196","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | sad",""
"passed","Sun Jul 14 10:43:16 IDT 2024","Sun Jul 14 10:43:32 IDT 2024","15977","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | groovy panda",""
"failed","Sun Jul 14 10:56:02 IDT 2024","Sun Jul 14 10:56:19 IDT 2024","16725","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | food",""
"failed","Sun Jul 14 10:48:37 IDT 2024","Sun Jul 14 10:48:52 IDT 2024","14207","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | ambient",""
"failed","Sun Jul 14 09:49:53 IDT 2024","Sun Jul 14 09:50:11 IDT 2024","18332","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | bass",""
"failed","Sun Jul 14 11:03:11 IDT 2024","Sun Jul 14 11:03:32 IDT 2024","21933","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | exciting",""
"failed","Sun Jul 14 10:21:13 IDT 2024","Sun Jul 14 10:21:31 IDT 2024","17491","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | tv show",""
"failed","Sun Jul 14 10:02:45 IDT 2024","Sun Jul 14 10:03:06 IDT 2024","21423","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | mistery",""
"passed","Sun Jul 14 10:28:10 IDT 2024","Sun Jul 14 10:28:28 IDT 2024","17506","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | cinematic trailer",""
"failed","Sun Jul 14 11:13:02 IDT 2024","Sun Jul 14 11:13:10 IDT 2024","8093","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hype",""
"passed","Sun Jul 14 10:14:30 IDT 2024","Sun Jul 14 10:14:44 IDT 2024","13904","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | sax",""
"failed","Sun Jul 14 11:12:34 IDT 2024","Sun Jul 14 11:12:44 IDT 2024","10036","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | guitar",""
"passed","Sun Jul 14 10:33:46 IDT 2024","Sun Jul 14 10:34:03 IDT 2024","16812","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | lullaby",""
"failed","Sun Jul 14 10:50:35 IDT 2024","Sun Jul 14 10:50:47 IDT 2024","11667","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | classical",""
"failed","Sun Jul 14 09:58:59 IDT 2024","Sun Jul 14 09:59:16 IDT 2024","16201","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | electric",""
"failed","Sun Jul 14 10:05:31 IDT 2024","Sun Jul 14 10:05:49 IDT 2024","18156","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | bird",""
"failed","Sun Jul 14 10:58:26 IDT 2024","Sun Jul 14 10:58:33 IDT 2024","7643","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | italian",""
"failed","Sun Jul 14 10:46:56 IDT 2024","Sun Jul 14 10:47:09 IDT 2024","12771","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | rock",""
"failed","Sun Jul 14 11:04:26 IDT 2024","Sun Jul 14 11:04:47 IDT 2024","20972","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | business",""
"failed","Sun Jul 14 10:17:21 IDT 2024","Sun Jul 14 10:17:36 IDT 2024","15080","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | sting",""
"passed","Sun Jul 14 10:45:55 IDT 2024","Sun Jul 14 10:46:13 IDT 2024","17470","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | louis island",""
"failed","Sun Jul 14 10:33:16 IDT 2024","Sun Jul 14 10:33:30 IDT 2024","14909","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | autumn",""
"failed","Sun Jul 14 11:00:27 IDT 2024","Sun Jul 14 11:00:39 IDT 2024","12577","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | calm",""
"failed","Sun Jul 14 11:01:50 IDT 2024","Sun Jul 14 11:02:01 IDT 2024","10830","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | real estate",""
"passed","Sun Jul 14 10:51:30 IDT 2024","Sun Jul 14 10:51:46 IDT 2024","15419","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | summer",""
"failed","Sun Jul 14 09:59:16 IDT 2024","Sun Jul 14 09:59:30 IDT 2024","14721","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | animation",""
"passed","Sun Jul 14 10:32:11 IDT 2024","Sun Jul 14 10:32:28 IDT 2024","16966","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | france",""
"failed","Sun Jul 14 09:59:30 IDT 2024","Sun Jul 14 09:59:46 IDT 2024","16035","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | dog",""
"passed","Sun Jul 14 10:31:57 IDT 2024","Sun Jul 14 10:32:11 IDT 2024","13793","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | lo fi",""
"passed","Sun Jul 14 10:09:27 IDT 2024","Sun Jul 14 10:09:42 IDT 2024","15169","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | goofy",""
"failed","Sun Jul 14 10:16:33 IDT 2024","Sun Jul 14 10:16:50 IDT 2024","16651","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | fireworks",""
"failed","Sun Jul 14 11:17:27 IDT 2024","Sun Jul 14 11:17:59 IDT 2024","32431","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | serious",""
"failed","Sun Jul 14 09:49:34 IDT 2024","Sun Jul 14 09:49:53 IDT 2024","19025","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | logo",""
"failed","Sun Jul 14 11:05:40 IDT 2024","Sun Jul 14 11:05:52 IDT 2024","12528","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | edm",""
"failed","Sun Jul 14 11:07:05 IDT 2024","Sun Jul 14 11:07:17 IDT 2024","12379","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | fantasy",""
"failed","Sun Jul 14 11:16:19 IDT 2024","Sun Jul 14 11:16:29 IDT 2024","9615","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | dubstep",""
"failed","Sun Jul 14 10:55:08 IDT 2024","Sun Jul 14 10:55:37 IDT 2024","28281","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | children",""
"failed","Sun Jul 14 10:47:55 IDT 2024","Sun Jul 14 10:48:08 IDT 2024","12498","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | happy",""
"failed","Sun Jul 14 10:06:21 IDT 2024","Sun Jul 14 10:06:38 IDT 2024","16852","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | aftermovie",""
"failed","Sun Jul 14 10:50:47 IDT 2024","Sun Jul 14 10:51:02 IDT 2024","15196","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | upbeat",""
"failed","Sun Jul 14 11:12:54 IDT 2024","Sun Jul 14 11:13:02 IDT 2024","7393","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | asian",""
"failed","Sun Jul 14 10:54:36 IDT 2024","Sun Jul 14 10:54:50 IDT 2024","13614","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | country",""
"failed","Sun Jul 14 11:03:52 IDT 2024","Sun Jul 14 11:04:02 IDT 2024","9745","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | beat",""
"failed","Sun Jul 14 10:11:48 IDT 2024","Sun Jul 14 10:12:04 IDT 2024","15339","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | boom",""
"failed","Sun Jul 14 09:56:05 IDT 2024","Sun Jul 14 09:56:20 IDT 2024","15298","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | outro",""
"passed","Sun Jul 14 11:10:48 IDT 2024","Sun Jul 14 11:11:01 IDT 2024","12455","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | metal",""
"passed","Sun Jul 14 11:08:31 IDT 2024","Sun Jul 14 11:08:40 IDT 2024","9634","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | winter",""
"failed","Sun Jul 14 10:59:31 IDT 2024","Sun Jul 14 10:59:33 IDT 2024","2379","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | chinese",""
"failed","Sun Jul 14 10:17:36 IDT 2024","Sun Jul 14 10:17:53 IDT 2024","16704","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | clown",""
"failed","Sun Jul 14 11:01:40 IDT 2024","Sun Jul 14 11:01:50 IDT 2024","9941","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | background",""
"passed","Sun Jul 14 09:54:33 IDT 2024","Sun Jul 14 09:54:50 IDT 2024","17292","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | christian",""
"passed","Sun Jul 14 10:30:34 IDT 2024","Sun Jul 14 10:30:57 IDT 2024","22602","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | halloween",""
"failed","Sun Jul 14 10:28:28 IDT 2024","Sun Jul 14 10:28:44 IDT 2024","16245","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | star",""
"failed","Sun Jul 14 10:27:17 IDT 2024","Sun Jul 14 10:27:48 IDT 2024","31089","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | bike",""
"failed","Sun Jul 14 10:22:19 IDT 2024","Sun Jul 14 10:22:34 IDT 2024","15009","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | recap",""
"failed","Sun Jul 14 10:21:49 IDT 2024","Sun Jul 14 10:22:04 IDT 2024","15390","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | marching band",""
"failed","Sun Jul 14 10:51:16 IDT 2024","Sun Jul 14 10:51:30 IDT 2024","14655","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | vlog",""
